timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
0,0.47413,0.22048,-1.27684,0.99972,0.49939,0.1428,-1.26403,0.99933,0.51506,0.1397,-1.26397,0.99919,0.52881,0.13637,-1.26425,0.99933,0.44815,0.14496,-1.26646,0.99929,0.43239,0.14402,-1.26666,0.99916,0.42134,0.14315,-1.26696,0.99921,0.55051,0.14005,-1.00671,0.9992,0.409,0.14686,-1.00907,0.99909,0.50054,0.28732,-1.16671,0.99971,0.44957,0.28619,-1.16735,0.99977,0.63513,0.49773,-0.73575,0.9982,0.33028,0.41801,-0.75955,0.99753,0.76812,0.87759,-0.58003,0.85997,0.22701,0.84379,-0.65202,0.58136,0.87738,1.20903,-0.64227,0.46778,0.20169,1.20333,-0.814,0.13685,0.92693,1.29397,-0.67271,0.38266,0.18799,1.30813,-0.84907,0.12314,0.91544,1.30489,-0.75455,0.49184,0.20142,1.30129,-0.93716,0.1702,0.88471,1.28246,-0.67653,0.53158,0.21581,1.27074,-0.85282,0.18801,0.57582,1.19018,-0.02277,0.01241,0.37742,1.1891,0.02423,0.0119,0.57198,1.78705,0.20384,0.00589,0.38109,1.79818,0.24546,0.00547,0.55371,2.2957,0.82638,0.00036,0.37261,2.31132,0.72074,0.00048,0.55191,2.37404,0.86764,0.00015,0.3663,2.39004,0.75904,0.00048,0.53818,2.4885,0.4999,0.0006,0.40328,2.50663,0.34809,0.00125,idle
33,0.47441,0.21536,-0.99552,0.99972,0.50014,0.13838,-0.9723,0.99933,0.51546,0.13606,-0.97224,0.9992,0.529,0.13361,-0.97253,0.99933,0.44968,0.14055,-0.97816,0.9993,0.43374,0.13949,-0.97826,0.99918,0.42207,0.13833,-0.97854,0.99923,0.55031,0.14072,-0.73126,0.9992,0.40906,0.14709,-0.74797,0.99913,0.50052,0.28242,-0.89833,0.99971,0.44853,0.27925,-0.90218,0.99978,0.63468,0.49773,-0.50556,0.99824,0.32752,0.41873,-0.59346,0.99763,0.75954,0.86196,-0.38778,0.85896,0.22754,0.84455,-0.51783,0.59463,0.87517,1.18283,-0.5044,0.46313,0.20171,1.22678,-0.68207,0.14133,0.92463,1.26941,-0.54107,0.37708,0.1879,1.3423,-0.72142,0.12458,0.90815,1.27752,-0.61289,0.48516,0.20373,1.33684,-0.79962,0.17225,0.8785,1.25386,-0.53858,0.52517,0.21786,1.29874,-0.71754,0.19021,0.57066,1.20588,-0.01518,0.01237,0.36433,1.2021,0.01695,0.01174,0.55555,1.82088,0.14527,0.00562,0.35053,1.82456,0.1615,0.00511,0.53054,2.36066,0.67378,0.00035,0.33663,2.35866,0.54129,0.00045,0.52854,2.44634,0.70743,0.00016,0.33001,2.44188,0.56879,0.00045,0.5134,2.54646,0.36463,0.00058,0.36914,2.54847,0.16181,0.00117,idle
66,0.4742,0.21518,-0.94922,0.99973,0.50013,0.13794,-0.9291,0.99935,0.51533,0.13553,-0.92895,0.99923,0.52857,0.1331,-0.92926,0.99935,0.44968,0.14043,-0.93286,0.99933,0.43374,0.13928,-0.93289,0.99922,0.42205,0.13797,-0.93311,0.99926,0.54795,0.14115,-0.7026,0.99923,0.40877,0.14808,-0.70963,0.99918,0.49998,0.28049,-0.85751,0.99972,0.44581,0.27769,-0.85839,0.99979,0.63424,0.49728,-0.48915,0.99831,0.32525,0.41954,-0.56818,0.99775,0.7572,0.85883,-0.36937,0.85937,0.22749,0.84832,-0.50041,0.60469,0.87649,1.18328,-0.45965,0.46257,0.20099,1.23905,-0.66073,0.14632,0.92655,1.26993,-0.49332,0.37564,0.18595,1.35549,-0.69852,0.12703,0.90835,1.27851,-0.5638,0.48369,0.20381,1.34996,-0.77438,0.17558,0.87859,1.25518,-0.49319,0.52377,0.21801,1.31147,-0.69554,0.19364,0.57075,1.21809,-0.0139,0.01217,0.36345,1.21454,0.0158,0.01148,0.55602,1.84123,0.11627,0.00531,0.35111,1.8438,0.13871,0.00474,0.53225,2.3876,0.6273,0.00034,0.33897,2.38116,0.50015,0.00041,0.53059,2.47202,0.65927,0.00016,0.33307,2.46323,0.52646,0.00042,0.51423,2.57324,0.31801,0.00056,0.36973,2.57093,0.12242,0.00108,idle
100,0.47418,0.21507,-0.9425,0.99973,0.50015,0.13705,-0.91823,0.99936,0.51526,0.13446,-0.91816,0.99924,0.52824,0.132,-0.91855,0.99935,0.44986,0.14032,-0.92553,0.99934,0.43386,0.13921,-0.92557,0.99924,0.42209,0.1379,-0.92583,0.99928,0.546,0.14116,-0.67334,0.99924,0.40862,0.14915,-0.69578,0.99921,0.49964,0.2788,-0.84359,0.99973,0.44501,0.27663,-0.84915,0.9998,0.63313,0.49643,-0.44989,0.99837,0.32342,0.42014,-0.54596,0.99787,0.75596,0.8579,-0.31418,0.86077,0.22746,0.85044,-0.46959,0.61099,0.88073,1.18278,-0.40661,0.45052,0.1985,1.24398,-0.64068,0.14489,0.93152,1.26965,-0.43684,0.36375,0.18159,1.35959,-0.68113,0.12498,0.912,1.27947,-0.51037,0.47022,0.20205,1.35638,-0.76118,0.17299,0.8824,1.25575,-0.44189,0.50961,0.2164,1.31739,-0.67765,0.19031,0.5697,1.22869,-0.01257,0.012,0.36038,1.22237,0.01453,0.01124,0.55373,1.8556,0.11024,0.00509,0.34756,1.85594,0.13017,0.00443,0.52923,2.40585,0.63156,0.00033,0.33395,2.40028,0.49305,0.00039,0.52759,2.49225,0.66447,0.00015,0.32776,2.48509,0.51848,0.0004,0.51056,2.59016,0.31703,0.00054,0.36521,2.58996,0.10675,0.00101,idle
133,0.47393,0.21489,-1.01645,0.99972,0.49993,0.13704,-0.99028,0.99934,0.51446,0.13443,-0.99028,0.99923,0.52685,0.13195,-0.99061,0.99933,0.44986,0.14033,-0.99803,0.99933,0.43386,0.13923,-0.9981,0.99924,0.42208,0.1379,-0.99842,0.99928,0.54361,0.1417,-0.72281,0.99922,0.40854,0.14985,-0.74959,0.99922,0.49903,0.27774,-0.9088,0.99973,0.44384,0.27547,-0.91554,0.9998,0.63146,0.49484,-0.47128,0.99841,0.32215,0.42055,-0.56259,0.9979,0.75394,0.85046,-0.32753,0.86123,0.2275,0.85169,-0.47914,0.61977,0.88108,1.17135,-0.46014,0.44643,0.19284,1.24315,-0.67089,0.14446,0.93291,1.25764,-0.49509,0.35835,0.17472,1.35966,-0.71405,0.12357,0.91355,1.26827,-0.57657,0.46423,0.19569,1.35651,-0.79995,0.1716,0.88356,1.24459,-0.49864,0.50338,0.21024,1.31743,-0.71052,0.18866,0.56834,1.23271,-0.0122,0.0117,0.35676,1.22554,0.01425,0.0108,0.55165,1.86298,0.09784,0.00487,0.34279,1.8615,0.11469,0.00413,0.52778,2.41693,0.62708,0.00031,0.3294,2.41023,0.48822,0.00036,0.52633,2.50536,0.6587,0.00015,0.32374,2.49542,0.5128,0.00037,0.50759,2.60179,0.28619,0.00052,0.3595,2.60152,0.07867,0.00095,idle
166,0.4715,0.21582,-1.02288,0.99971,0.49825,0.13826,-1.00076,0.99931,0.51232,0.13536,-1.00067,0.9992,0.52421,0.1326,-1.00102,0.9993,0.44903,0.14144,-1.00579,0.99929,0.43321,0.13978,-1.00581,0.99921,0.42158,0.13805,-1.0061,0.99924,0.54181,0.14312,-0.74699,0.99919,0.40841,0.15032,-0.76041,0.99919,0.49573,0.2783,-0.91983,0.99972,0.44055,0.27566,-0.92283,0.99979,0.63014,0.49483,-0.51005,0.99846,0.3214,0.41959,-0.5738,0.99794,0.75393,0.85144,-0.37396,0.86284,0.22775,0.85082,-0.47668,0.62075,0.87744,1.17176,-0.48807,0.44481,0.18594,1.23492,-0.65405,0.1434,0.92906,1.26123,-0.52263,0.3543,0.16493,1.3531,-0.69487,0.12165,0.90705,1.2724,-0.60188,0.45975,0.18548,1.35248,-0.78148,0.16936,0.87748,1.24656,-0.525,0.49905,0.20104,1.31266,-0.69403,0.1861,0.56562,1.23181,-0.01478,0.01118,0.35111,1.22378,0.01697,0.01022,0.54606,1.86264,0.08853,0.00451,0.33337,1.85711,0.11818,0.00377,0.51972,2.41674,0.61945,0.00029,0.31655,2.40359,0.49767,0.00033,0.51907,2.50325,0.65114,0.00014,0.31195,2.48717,0.52353,0.00034,0.49243,2.60444,0.27417,0.00048,0.34127,2.59743,0.08583,0.00087,idle
200,0.46751,0.21583,-0.90993,0.99969,0.49561,0.13855,-0.88565,0.99928,0.50962,0.13567,-0.88561,0.99918,0.52129,0.13296,-0.88599,0.99928,0.44752,0.14148,-0.88971,0.99926,0.4322,0.13978,-0.88968,0.99919,0.42091,0.13785,-0.88998,0.99922,0.54015,0.14474,-0.6399,0.99917,0.40841,0.15019,-0.64748,0.99918,0.49217,0.27833,-0.81148,0.99972,0.43697,0.27539,-0.81286,0.99979,0.62879,0.49483,-0.42256,0.9985,0.32138,0.4174,-0.48942,0.99799,0.75315,0.85182,-0.29253,0.86456,0.22778,0.84974,-0.39952,0.62308,0.87627,1.17349,-0.4054,0.43981,0.1846,1.22994,-0.59167,0.1423,0.92806,1.26155,-0.44094,0.34736,0.16274,1.35131,-0.63625,0.1198,0.90509,1.27319,-0.5163,0.45193,0.18495,1.35134,-0.72255,0.16716,0.87543,1.2477,-0.44205,0.49087,0.20062,1.31141,-0.63247,0.18352,0.56108,1.23654,-0.01671,0.0108,0.34506,1.22368,0.01905,0.00977,0.5403,1.86757,0.06803,0.00421,0.32618,1.85645,0.10359,0.00346,0.51344,2.42464,0.57628,0.00027,0.30804,2.40385,0.45978,0.0003,0.51341,2.51246,0.60553,0.00013,0.30312,2.48803,0.48332,0.00032,0.48363,2.61135,0.23436,0.00044,0.33332,2.59844,0.05134,0.0008,idle
233,0.46385,0.21585,-0.87291,0.99968,0.49352,0.13858,-0.85083,0.99924,0.50784,0.1358,-0.85075,0.99915,0.51973,0.13322,-0.85113,0.99924,0.44599,0.1412,-0.8536,0.99922,0.4312,0.13919,-0.85353,0.99916,0.42022,0.13675,-0.85384,0.99918,0.53969,0.14579,-0.61817,0.99913,0.40843,0.14917,-0.61912,0.99916,0.48934,0.2785,-0.77943,0.99972,0.43397,0.27527,-0.77889,0.99978,0.62872,0.49559,-0.40995,0.99853,0.32129,0.41624,-0.47121,0.99804,0.75297,0.85538,-0.28789,0.86186,0.22765,0.84782,-0.38194,0.61794,0.87456,1.17411,-0.39207,0.42621,0.1828,1.22571,-0.56524,0.13958,0.9264,1.26411,-0.42548,0.33462,0.15951,1.34787,-0.60717,0.11676,0.90268,1.27525,-0.49731,0.43741,0.18273,1.34986,-0.68994,0.16323,0.87336,1.24811,-0.42748,0.47605,0.19889,1.3088,-0.60493,0.17924,0.56043,1.2405,-0.01734,0.01025,0.3429,1.22491,0.01977,0.0092,0.54086,1.87265,0.0626,0.0039,0.32606,1.85893,0.0954,0.00317,0.5153,2.43379,0.56465,0.00026,0.30879,2.40917,0.44406,0.00028,0.51537,2.52339,0.59303,0.00013,0.30379,2.49467,0.46709,0.00029,0.4858,2.62067,0.22329,0.00041,0.33551,2.60393,0.03886,0.00073,idle
266,0.46301,0.21518,-0.83548,0.99966,0.4928,0.13799,-0.81168,0.99918,0.50709,0.13552,-0.81163,0.99909,0.51907,0.13316,-0.81203,0.99919,0.44567,0.14047,-0.81531,0.99917,0.43099,0.13856,-0.81524,0.99911,0.41997,0.13617,-0.81557,0.99914,0.53905,0.14659,-0.58413,0.99907,0.40841,0.14917,-0.58717,0.99912,0.48892,0.27798,-0.74518,0.99971,0.43357,0.27497,-0.74543,0.99977,0.62873,0.49559,-0.38781,0.99854,0.32083,0.41648,-0.45467,0.99808,0.75304,0.85772,-0.25794,0.85864,0.22744,0.84689,-0.36482,0.61381,0.87464,1.17957,-0.33468,0.4111,0.18274,1.22867,-0.54122,0.13668,0.92641,1.27119,-0.36297,0.3206,0.15962,1.35048,-0.58056,0.11335,0.90298,1.2838,-0.42897,0.42092,0.1834,1.35187,-0.66192,0.15865,0.87364,1.25554,-0.36757,0.45939,0.19944,1.31118,-0.5801,0.17425,0.56049,1.24577,-0.01965,0.00971,0.34166,1.22954,0.02212,0.00868,0.54148,1.87847,0.05708,0.0036,0.32559,1.86445,0.10144,0.0029,0.5163,2.44329,0.56439,0.00024,0.30832,2.41487,0.45824,0.00025,0.51653,2.53434,0.59338,0.00012,0.30304,2.50158,0.48319,0.00027,0.48661,2.62969,0.22842,0.00038,0.33734,2.60942,0.06015,0.00067,idle
300,0.4602,0.21519,-0.85125,0.99964,0.49088,0.13794,-0.82981,0.99914,0.50559,0.1355,-0.82974,0.99905,0.51773,0.13317,-0.83014,0.99916,0.44332,0.14024,-0.83177,0.99913,0.42912,0.13826,-0.8317,0.99908,0.41857,0.13572,-0.83201,0.99911,0.5385,0.14682,-0.6061,0.99903,0.40805,0.14887,-0.60158,0.99909,0.48712,0.278,-0.76193,0.99971,0.4309,0.27491,-0.76,0.99977,0.62882,0.49618,-0.40775,0.99853,0.32011,0.41656,-0.46823,0.99811,0.75492,0.8646,-0.27015,0.85452,0.22735,0.84671,-0.37885,0.60835,0.87745,1.19643,-0.32317,0.39886,0.18168,1.22865,-0.54984,0.1341,0.92955,1.28829,-0.34708,0.3095,0.15821,1.34963,-0.58631,0.11061,0.90578,1.30316,-0.41352,0.40806,0.18246,1.35043,-0.66856,0.15502,0.87603,1.27502,-0.35535,0.44673,0.19868,1.31055,-0.58887,0.17033,0.56058,1.25108,-0.02206,0.00922,0.3416,1.23386,0.02452,0.00821,0.54178,1.88479,0.05709,0.00333,0.32544,1.87076,0.10866,0.00265,0.51666,2.44863,0.56812,0.00022,0.30802,2.41973,0.47002,0.00023,0.51715,2.5386,0.59769,0.00011,0.30248,2.50594,0.49597,0.00024,0.48631,2.63583,0.23413,0.00035,0.33787,2.61505,0.0745,0.00061,idle
