timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence,ground_truth
6466,0.4764,0.31239,-0.39135,0.99956,0.48749,0.29429,-0.3702,0.9992,0.49504,0.29601,-0.37023,0.99909,0.50221,0.29824,-0.37039,0.99918,0.46695,0.2925,-0.36818,0.99928,0.45997,0.29303,-0.36813,0.9993,0.45483,0.29431,-0.36831,0.99941,0.5114,0.32109,-0.2111,0.99874,0.44866,0.31658,-0.19371,0.99914,0.49068,0.35043,-0.33074,0.99985,0.46311,0.34744,-0.32588,0.99986,0.56818,0.54002,-0.14233,0.99959,0.38548,0.51223,-0.09985,0.99972,0.59197,0.8008,-0.09101,0.97276,0.34651,0.76552,-0.01672,0.98201,0.57773,1.00419,-0.2077,0.69662,0.32071,0.98035,-0.13234,0.78106,0.58149,1.08322,-0.24966,0.53652,0.3074,1.05186,-0.16719,0.62042,0.56614,1.07949,-0.28367,0.57688,0.32005,1.05094,-0.21852,0.66678,0.55975,1.04461,-0.22497,0.58857,0.32739,1.02371,-0.15633,0.67962,0.5087,1.01104,-0.03499,0.89687,0.38961,0.98939,0.03568,0.9015,0.49292,1.35748,0.04657,0.04987,0.38066,1.34528,0.12658,0.04126,0.48648,1.66104,0.40721,0.00726,0.37657,1.64893,0.40464,0.00995,0.4886,1.70374,0.43371,0.00408,0.37583,1.69334,0.42709,0.01363,0.46573,1.76694,0.22317,0.00334,0.37956,1.75011,0.19502,0.00829,idle
6500,0.46874,0.31125,-0.4107,0.99959,0.48049,0.29333,-0.38811,0.99924,0.48807,0.29515,-0.38819,0.99914,0.49522,0.2974,-0.38836,0.99922,0.46034,0.29133,-0.38966,0.99932,0.45497,0.29191,-0.38965,0.99933,0.45007,0.29309,-0.38987,0.99944,0.50626,0.32094,-0.21788,0.9988,0.44455,0.31597,-0.2085,0.99918,0.48274,0.34917,-0.34452,0.99986,0.45674,0.34537,-0.34568,0.99986,0.56239,0.54004,-0.14621,0.99961,0.37915,0.51246,-0.10135,0.99974,0.58812,0.79924,-0.0903,0.97247,0.34069,0.7655,-0.00747,0.98198,0.57674,1.00287,-0.21156,0.69196,0.31452,0.97589,-0.14062,0.78277,0.58063,1.07923,-0.25464,0.53049,0.30139,1.0454,-0.18093,0.62375,0.56577,1.07445,-0.29079,0.57098,0.31252,1.04608,-0.23477,0.67003,0.55943,1.04102,-0.22969,0.58332,0.32006,1.0212,-0.16637,0.68315,0.50763,1.01058,-0.03583,0.89884,0.38828,0.98904,0.03651,0.90344,0.49364,1.35701,0.0448,0.04591,0.38105,1.34507,0.12497,0.03794,0.48762,1.65879,0.45684,0.00665,0.37734,1.64793,0.45304,0.00907,0.48967,1.70027,0.48899,0.00375,0.37659,1.69213,0.48066,0.01249,0.46706,1.76428,0.26383,0.00308,0.38135,1.74766,0.23006,0.00763,idle
6533,0.46321,0.31097,-0.43662,0.99958,0.47438,0.29327,-0.41408,0.99922,0.48159,0.29514,-0.41417,0.99911,0.48867,0.29739,-0.41434,0.99921,0.45527,0.29129,-0.40994,0.9993,0.45059,0.2919,-0.40992,0.99931,0.44481,0.29308,-0.41015,0.99942,0.50002,0.3213,-0.24706,0.99876,0.43888,0.31603,-0.21613,0.99913,0.4762,0.34839,-0.3734,0.99985,0.45169,0.34458,-0.36643,0.99986,0.55524,0.53913,-0.17417,0.99962,0.3718,0.51326,-0.10812,0.99974,0.58253,0.79899,-0.1227,0.97272,0.33357,0.76667,-0.02221,0.98172,0.56917,1.00051,-0.26433,0.69122,0.30753,0.97882,-0.16256,0.77838,0.57432,1.07191,-0.31301,0.52624,0.2948,1.04784,-0.20485,0.61632,0.55895,1.06773,-0.34944,0.56635,0.30773,1.05045,-0.25844,0.66292,0.55296,1.0359,-0.28253,0.57989,0.3157,1.02428,-0.18794,0.67794,0.50368,1.01061,-0.03592,0.90298,0.38326,0.98945,0.03655,0.90721,0.4911,1.35689,0.04616,0.04329,0.37715,1.34525,0.13056,0.03557,0.4858,1.65834,0.47665,0.0062,0.37494,1.64755,0.47481,0.00839,0.48798,1.69971,0.5097,0.00353,0.37416,1.69161,0.50331,0.01164,0.46561,1.76386,0.28499,0.00289,0.38078,1.74738,0.25423,0.00714,idle
6566,0.45547,0.31108,-0.46623,0.99958,0.46692,0.29326,-0.4437,0.99922,0.47402,0.29513,-0.44382,0.99912,0.48131,0.2974,-0.44395,0.99922,0.44937,0.29127,-0.43837,0.9993,0.44395,0.29187,-0.43828,0.99931,0.43746,0.29305,-0.43851,0.99942,0.49345,0.32151,-0.27041,0.99877,0.43275,0.31602,-0.23446,0.99911,0.46767,0.34842,-0.40092,0.99986,0.44514,0.34463,-0.39179,0.99986,0.5466,0.539,-0.18959,0.99963,0.36428,0.51362,-0.11196,0.99974,0.57641,0.79902,-0.13819,0.97364,0.32779,0.76702,-0.01861,0.981,0.56234,1.00053,-0.2954,0.69305,0.30065,0.98058,-0.16999,0.76578,0.56747,1.07194,-0.34892,0.52263,0.28966,1.04823,-0.21296,0.60093,0.55184,1.06777,-0.3869,0.56244,0.30104,1.05236,-0.26778,0.64756,0.54614,1.03581,-0.31465,0.57658,0.30819,1.02617,-0.19627,0.66441,0.49352,1.01103,-0.03862,0.89895,0.37512,0.98961,0.03926,0.90232,0.48322,1.35745,0.04701,0.04035,0.36703,1.34553,0.1364,0.0331,0.47731,1.66052,0.46969,0.00578,0.36509,1.649,0.47471,0.00776,0.4792,1.70238,0.50038,0.00331,0.36419,1.69289,0.5019,0.0109,0.45817,1.76562,0.27795,0.0027,0.37235,1.74935,0.24243,0.00672,idle
6600,0.44699,0.3108,-0.47212,0.99958,0.4575,0.29267,-0.44968,0.99921,0.46474,0.29452,-0.44976,0.9991,0.47201,0.29684,-0.44988,0.99921,0.44084,0.291,-0.44462,0.99929,0.43454,0.29169,-0.44453,0.99929,0.42923,0.29299,-0.44475,0.9994,0.48552,0.3215,-0.278,0.99875,0.42387,0.31621,-0.24329,0.99907,0.45799,0.34791,-0.40778,0.99986,0.43657,0.3444,-0.39865,0.99986,0.53775,0.53899,-0.19136,0.99964,0.35494,0.51437,-0.12155,0.99975,0.5671,0.79821,-0.13397,0.97465,0.31953,0.76836,-0.02726,0.98028,0.5553,1.00046,-0.28239,0.69077,0.29212,0.98727,-0.18917,0.75648,0.56088,1.0715,-0.33321,0.51642,0.28099,1.05358,-0.23633,0.59088,0.54536,1.06743,-0.37152,0.55601,0.29339,1.06223,-0.29371,0.63698,0.53911,1.03513,-0.30182,0.5708,0.3006,1.03379,-0.21754,0.65541,0.48143,1.01295,-0.03816,0.89185,0.36294,0.98976,0.03878,0.89495,0.46828,1.36041,0.06433,0.03747,0.34927,1.3462,0.13633,0.03078,0.46134,1.66627,0.4814,0.00537,0.34722,1.65158,0.47399,0.00714,0.46247,1.70861,0.5103,0.00309,0.34657,1.69473,0.50066,0.0101,0.44307,1.77011,0.27251,0.00252,0.35515,1.75421,0.23546,0.00624,idle
6633,0.4371,0.3084,-0.45037,0.99959,0.44733,0.29193,-0.42978,0.99923,0.45388,0.29381,-0.42982,0.99912,0.46099,0.2961,-0.42997,0.99924,0.43124,0.29063,-0.41982,0.9993,0.42592,0.29145,-0.41976,0.9993,0.42064,0.29283,-0.41996,0.99942,0.47517,0.3215,-0.27591,0.99877,0.41711,0.31674,-0.22204,0.99906,0.44874,0.34365,-0.39378,0.99986,0.42806,0.3416,-0.37802,0.99986,0.52789,0.53901,-0.1904,0.99965,0.34645,0.51525,-0.10661,0.99976,0.55663,0.7946,-0.13547,0.97512,0.31186,0.76872,-0.01401,0.97898,0.54875,1.00031,-0.27372,0.68524,0.28314,0.98639,-0.16059,0.7508,0.55451,1.07134,-0.32343,0.50942,0.27284,1.05252,-0.20176,0.5843,0.53961,1.06736,-0.3636,0.54875,0.28455,1.06074,-0.25986,0.63043,0.53325,1.03481,-0.29321,0.56259,0.29123,1.03289,-0.18887,0.64928,0.47184,1.01348,-0.04601,0.8946,0.35466,0.98976,0.04648,0.89816,0.45705,1.36085,0.05706,0.03656,0.34693,1.34885,0.15307,0.02951,0.45299,1.66803,0.47619,0.00542,0.3434,1.65737,0.49626,0.00692,0.455,1.71158,0.50579,0.00307,0.34301,1.70151,0.5235,0.00986,0.43486,1.76981,0.27307,0.00254,0.34475,1.75589,0.26928,0.0062,idle
6666,0.43043,0.30832,-0.47809,0.99961,0.44012,0.29209,-0.4551,0.99925,0.44645,0.29408,-0.45516,0.99914,0.45323,0.29649,-0.45525,0.99925,0.42423,0.29082,-0.44748,0.99932,0.41897,0.29166,-0.44747,0.99932,0.41356,0.293,-0.4477,0.99943,0.46679,0.32238,-0.28748,0.99879,0.40968,0.31777,-0.24528,0.99905,0.44157,0.34354,-0.41624,0.99987,0.42115,0.34151,-0.40435,0.99986,0.51859,0.53899,-0.19943,0.99966,0.33824,0.51567,-0.11643,0.99976,0.54808,0.79003,-0.13915,0.97564,0.30295,0.76774,-0.0333,0.97799,0.54023,0.99578,-0.2854,0.68559,0.27399,0.98165,-0.20132,0.74595,0.54796,1.06718,-0.33658,0.50792,0.26314,1.0484,-0.2489,0.57847,0.53183,1.06248,-0.37645,0.54696,0.27493,1.05432,-0.31045,0.62429,0.52449,1.02994,-0.30527,0.5598,0.282,1.02733,-0.23139,0.64344,0.46128,1.01298,-0.04657,0.89245,0.34496,0.988,0.047,0.89739,0.4461,1.35904,0.05849,0.03614,0.33677,1.3482,0.15351,0.02871,0.44238,1.6675,0.47489,0.00567,0.33267,1.65723,0.49137,0.00701,0.44387,1.71064,0.50384,0.00314,0.33272,1.70163,0.51725,0.01006,0.42543,1.76787,0.27215,0.00268,0.33303,1.75554,0.25745,0.00656,idle
6700,0.42425,0.30657,-0.47375,0.99961,0.4339,0.29174,-0.45231,0.99925,0.44036,0.29385,-0.45234,0.99914,0.44723,0.29633,-0.45243,0.99926,0.41745,0.29041,-0.44656,0.99932,0.41196,0.29128,-0.44653,0.99931,0.40611,0.29259,-0.44675,0.99942,0.46038,0.32241,-0.28306,0.99877,0.40087,0.31769,-0.23926,0.999,0.43497,0.34171,-0.41137,0.99987,0.41429,0.33935,-0.40155,0.99986,0.50976,0.53866,-0.19808,0.99967,0.3288,0.51578,-0.11154,0.99977,0.53744,0.78931,-0.12852,0.97626,0.29393,0.76715,-0.02672,0.97774,0.52937,0.99519,-0.26996,0.69043,0.26403,0.98136,-0.19205,0.74397,0.53637,1.06675,-0.32096,0.51036,0.25348,1.04827,-0.23982,0.57389,0.52024,1.06252,-0.36057,0.5485,0.2652,1.05418,-0.3034,0.61904,0.51333,1.02964,-0.28912,0.5605,0.27185,1.02716,-0.22254,0.63863,0.45293,1.01295,-0.04586,0.89693,0.33544,0.98773,0.04628,0.90186,0.43941,1.3587,0.05918,0.03524,0.32886,1.34808,0.15364,0.0279,0.43515,1.66719,0.49129,0.00564,0.32554,1.65708,0.50654,0.00696,0.43628,1.71024,0.52249,0.0031,0.32542,1.70137,0.53459,0.01001,0.41859,1.76751,0.28669,0.00269,0.32818,1.75514,0.27396,0.00674,idle
6733,0.416,0.30471,-0.45824,0.99962,0.42593,0.2909,-0.43503,0.99927,0.43248,0.29322,-0.43512,0.99915,0.43962,0.29584,-0.43521,0.99928,0.40944,0.28917,-0.42835,0.99934,0.4042,0.28996,-0.42826,0.99933,0.39827,0.29113,-0.42848,0.99944,0.45338,0.32241,-0.26698,0.99879,0.39279,0.31684,-0.22478,0.99901,0.42652,0.34001,-0.39701,0.99987,0.40604,0.33702,-0.38596,0.99986,0.50228,0.53811,-0.19566,0.99968,0.3213,0.51588,-0.10256,0.99978,0.53053,0.78936,-0.127,0.97692,0.28514,0.7669,-0.01575,0.97808,0.52004,0.99555,-0.26922,0.6978,0.25489,0.98079,-0.18095,0.74781,0.52769,1.0696,-0.32096,0.51589,0.24414,1.0476,-0.2264,0.57745,0.51065,1.06484,-0.3591,0.55343,0.25706,1.05252,-0.28946,0.62212,0.50311,1.03062,-0.28815,0.56586,0.26403,1.02605,-0.2109,0.64252,0.44819,1.0128,-0.04604,0.89811,0.33057,0.98742,0.0465,0.90348,0.43739,1.35686,0.0489,0.03269,0.3256,1.34738,0.15011,0.02588,0.43173,1.66701,0.46465,0.00523,0.32228,1.65701,0.49802,0.00644,0.43325,1.71007,0.49353,0.00288,0.32148,1.70116,0.52554,0.00932,0.41413,1.76689,0.25565,0.00251,0.3262,1.75342,0.27006,0.00634,idle
6766,0.40638,0.30431,-0.46238,0.9996,0.41641,0.29061,-0.44109,0.99921,0.42282,0.29295,-0.44118,0.99908,0.42965,0.29559,-0.44127,0.99923,0.40042,0.28892,-0.43366,0.9993,0.39542,0.28973,-0.43358,0.99928,0.38992,0.29091,-0.43383,0.99941,0.4442,0.32227,-0.27727,0.99867,0.38617,0.31685,-0.23272,0.99895,0.41771,0.33946,-0.40181,0.99987,0.39737,0.33679,-0.38999,0.99985,0.49601,0.53754,-0.19527,0.99968,0.31732,0.51591,-0.11236,0.99979,0.52109,0.7891,-0.12585,0.97676,0.2782,0.76609,-0.01944,0.97854,0.5109,0.99546,-0.26285,0.69513,0.24427,0.97981,-0.18106,0.75268,0.51742,1.06976,-0.31139,0.511,0.23306,1.04666,-0.22661,0.58261,0.50175,1.06489,-0.35039,0.54757,0.24682,1.05137,-0.28935,0.62631,0.49455,1.03056,-0.28188,0.56129,0.25412,1.02516,-0.21123,0.6477,0.44217,1.01277,-0.04589,0.89637,0.32531,0.9865,0.04632,0.90385,0.4315,1.35571,0.04913,0.03023,0.31823,1.34581,0.14868,0.02405,0.42554,1.66571,0.46498,0.00486,0.31523,1.65573,0.49122,0.00597,0.42677,1.70825,0.49379,0.00269,0.31454,1.69935,0.51794,0.0087,0.40824,1.76523,0.25591,0.00235,0.32013,1.75146,0.26896,0.00598,idle
6800,0.40106,0.30376,-0.47251,0.99956,0.41092,0.29003,-0.45178,0.9991,0.41741,0.29233,-0.45187,0.99897,0.42447,0.29491,-0.45197,0.99913,0.39443,0.28855,-0.44601,0.99921,0.3893,0.28943,-0.44591,0.99919,0.38395,0.29069,-0.44617,0.99933,0.43785,0.32199,-0.28921,0.99852,0.37921,0.31683,-0.25235,0.99881,0.41241,0.33869,-0.41215,0.99985,0.39156,0.33653,-0.40204,0.99984,0.49105,0.53653,-0.20893,0.99966,0.30921,0.51678,-0.1369,0.99978,0.51342,0.78866,-0.14031,0.97585,0.26913,0.76851,-0.04177,0.97816,0.5002,0.99554,-0.26456,0.68381,0.23337,0.98244,-0.19039,0.74688,0.5072,1.07142,-0.3117,0.49635,0.21904,1.04904,-0.2329,0.57443,0.49084,1.06682,-0.35013,0.53248,0.23232,1.05518,-0.295,0.61779,0.48472,1.0317,-0.28299,0.54876,0.24106,1.02702,-0.22047,0.642,0.43892,1.01442,-0.04505,0.88147,0.31898,0.98729,0.04556,0.8921,0.43195,1.35897,0.05552,0.02758,0.31415,1.34998,0.1495,0.022,0.42674,1.67111,0.47055,0.00442,0.3108,1.66097,0.49078,0.00544,0.42847,1.71465,0.49876,0.00246,0.30909,1.70602,0.51828,0.00796,0.40806,1.77529,0.25619,0.00214,0.31864,1.76041,0.26067,0.0055,idle
6833,0.39485,0.30263,-0.51759,0.99952,0.40507,0.28817,-0.49665,0.99898,0.41209,0.29048,-0.49673,0.99885,0.41954,0.29306,-0.49679,0.99902,0.38764,0.28618,-0.49364,0.99912,0.38198,0.28683,-0.49358,0.99912,0.37634,0.28795,-0.49386,0.99925,0.43241,0.31993,-0.32783,0.99836,0.3709,0.31393,-0.30305,0.99871,0.40637,0.33795,-0.45428,0.99984,0.3842,0.33573,-0.44763,0.99982,0.48595,0.53533,-0.23444,0.99962,0.30192,0.51764,-0.18026,0.99978,0.50794,0.78813,-0.15716,0.97417,0.26126,0.77063,-0.09162,0.97767,0.49284,0.99263,-0.27862,0.66454,0.22401,0.98255,-0.25115,0.74088,0.49854,1.0646,-0.32415,0.47508,0.20976,1.04897,-0.29733,0.5664,0.48465,1.05862,-0.36321,0.51035,0.22127,1.0551,-0.35806,0.60892,0.47952,1.02671,-0.29787,0.52993,0.22992,1.02697,-0.28097,0.63599,0.43702,1.01476,-0.03976,0.85926,0.31565,0.98771,0.04035,0.87524,0.43314,1.36222,0.08571,0.02512,0.30982,1.35347,0.15063,0.02011,0.42928,1.67598,0.49382,0.00402,0.30779,1.66533,0.48869,0.00495,0.43131,1.72074,0.52036,0.00224,0.30641,1.71149,0.51581,0.00728,0.41018,1.78243,0.26747,0.00195,0.31731,1.7682,0.25835,0.00506,idle
6866,0.38721,0.3021,-0.50086,0.99936,0.39779,0.28723,-0.47905,0.99863,0.40493,0.28958,-0.47912,0.99848,0.41246,0.29224,-0.4792,0.99871,0.38114,0.28494,-0.47541,0.99884,0.37527,0.28541,-0.47536,0.99885,0.37021,0.28639,-0.47561,0.99905,0.42639,0.31939,-0.30992,0.99783,0.36629,0.31275,-0.28353,0.99835,0.39826,0.33788,-0.43748,0.99979,0.37659,0.33539,-0.43025,0.99976,0.48117,0.53534,-0.22091,0.99953,0.29665,0.51826,-0.1648,0.99976,0.50373,0.78756,-0.14958,0.97181,0.25294,0.77099,-0.08507,0.97751,0.48514,0.98885,-0.25786,0.63689,0.2143,0.98337,-0.23417,0.72852,0.48824,1.05794,-0.29761,0.44811,0.20136,1.04953,-0.27616,0.55004,0.47499,1.05063,-0.33299,0.48171,0.21434,1.05601,-0.32918,0.59213,0.46975,1.02089,-0.27499,0.50248,0.22297,1.02747,-0.26109,0.62075,0.4321,1.01487,-0.03961,0.85471,0.30994,0.98828,0.04019,0.87219,0.42478,1.36562,0.08332,0.02379,0.30244,1.35414,0.15244,0.01943,0.42221,1.6783,0.49321,0.00375,0.30061,1.66488,0.48832,0.00466,0.42525,1.72372,0.52064,0.0021,0.29884,1.71056,0.51546,0.00696,0.40103,1.78363,0.27217,0.00182,0.31146,1.76979,0.25679,0.0048,idle
6899,0.38254,0.30203,-0.51169,0.99925,0.39305,0.28687,-0.49326,0.99842,0.40013,0.2892,-0.49332,0.99825,0.4074,0.29187,-0.49346,0.99851,0.37691,0.28443,-0.48641,0.99867,0.37074,0.28477,-0.48642,0.99869,0.36537,0.28565,-0.48668,0.99892,0.42101,0.31889,-0.33642,0.99753,0.36239,0.31207,-0.29526,0.99813,0.39378,0.33782,-0.45179,0.99976,0.3721,0.33532,-0.44039,0.99973,0.47785,0.53566,-0.2465,0.99948,0.29102,0.51847,-0.16872,0.99975,0.49915,0.78766,-0.16441,0.97083,0.24612,0.77099,-0.07559,0.97747,0.47892,0.98816,-0.26227,0.61679,0.20733,0.98512,-0.22424,0.72097,0.48111,1.05646,-0.29873,0.42733,0.19555,1.05097,-0.26646,0.53851,0.46631,1.0473,-0.33406,0.45962,0.20924,1.05717,-0.3222,0.58055,0.46201,1.01762,-0.27819,0.48157,0.21714,1.0284,-0.2517,0.61059,0.42586,1.01572,-0.04031,0.85514,0.30315,0.98901,0.04084,0.87376,0.41382,1.3741,0.08497,0.02318,0.29458,1.36025,0.16335,0.01908,0.41042,1.68688,0.50919,0.00358,0.29114,1.67066,0.51045,0.00445,0.41383,1.73342,0.53869,0.00202,0.28973,1.716,0.53875,0.0068,0.38727,1.79155,0.29623,0.00173,0.29778,1.7785,0.28076,0.00461,idle
6933,0.37778,0.30196,-0.50293,0.99917,0.38868,0.28666,-0.48293,0.99826,0.39575,0.289,-0.48301,0.99807,0.40288,0.29174,-0.48314,0.99836,0.37259,0.28414,-0.47652,0.99853,0.36634,0.28444,-0.47651,0.99855,0.36074,0.28528,-0.47677,0.99881,0.41621,0.31883,-0.3224,0.99727,0.3578,0.31181,-0.28424,0.99792,0.38909,0.33785,-0.44256,0.99973,0.36728,0.33531,-0.43143,0.9997,0.47199,0.53733,-0.23642,0.99939,0.28577,0.51983,-0.16099,0.99971,0.4932,0.78886,-0.17491,0.97065,0.23879,0.77426,-0.07026,0.97667,0.47285,0.99382,-0.29734,0.60545,0.19692,0.99384,-0.22568,0.71146,0.47906,1.07434,-0.34266,0.41625,0.18291,1.06517,-0.26946,0.52927,0.46181,1.07227,-0.37958,0.44811,0.19715,1.06974,-0.3288,0.57153,0.45655,1.0376,-0.31534,0.47092,0.20582,1.03733,-0.2546,0.60302,0.41817,1.01617,-0.04233,0.84611,0.29595,0.98925,0.04288,0.86594,0.40251,1.38046,0.05907,0.02315,0.2837,1.36339,0.14432,0.01914,0.3987,1.69589,0.44479,0.0036,0.27971,1.67548,0.4516,0.0044,0.40245,1.74224,0.46861,0.002,0.27817,1.71955,0.47467,0.00687,0.37554,1.79753,0.21723,0.00169,0.28547,1.7842,0.20923,0.00454,idle
6966,0.37548,0.30212,-0.53634,0.99913,0.38624,0.28666,-0.51339,0.99813,0.39333,0.28899,-0.51349,0.99794,0.40012,0.29173,-0.5136,0.99824,0.36938,0.28416,-0.50961,0.99843,0.36335,0.2845,-0.50963,0.99845,0.35715,0.28537,-0.50991,0.99872,0.41252,0.31858,-0.33732,0.9971,0.35338,0.31179,-0.31031,0.99775,0.38768,0.33789,-0.47057,0.99971,0.36472,0.33549,-0.46305,0.99968,0.46704,0.53733,-0.24612,0.99936,0.28075,0.5204,-0.17792,0.9997,0.48891,0.78853,-0.18014,0.97057,0.2317,0.77506,-0.09126,0.97564,0.46813,0.99815,-0.30491,0.59469,0.18696,1.0014,-0.24992,0.69447,0.47584,1.08264,-0.35122,0.40382,0.17319,1.07534,-0.29425,0.51194,0.45878,1.08201,-0.38998,0.43527,0.18718,1.08025,-0.35786,0.55362,0.45278,1.04735,-0.32386,0.45952,0.19532,1.04464,-0.28061,0.58796,0.41466,1.0162,-0.04208,0.82458,0.29285,0.98934,0.04264,0.84805,0.40613,1.38121,0.07006,0.0215,0.28481,1.3667,0.14437,0.01787,0.40306,1.69773,0.45317,0.00338,0.28155,1.68219,0.45801,0.00413,0.40585,1.74339,0.47968,0.00188,0.27985,1.72736,0.48214,0.0065,0.38256,1.80258,0.22914,0.00159,0.28925,1.78934,0.21134,0.00431,idle
7000,0.37203,0.30151,-0.52283,0.99911,0.3835,0.28643,-0.49974,0.99811,0.39061,0.28882,-0.49984,0.99791,0.39757,0.2916,-0.49996,0.99823,0.36591,0.28383,-0.49531,0.99841,0.36054,0.28419,-0.4953,0.99842,0.35402,0.28499,-0.49558,0.9987,0.41008,0.31854,-0.32692,0.99705,0.35016,0.31147,-0.29721,0.99768,0.38475,0.33739,-0.45829,0.99971,0.36137,0.33461,-0.45006,0.99967,0.46393,0.53795,-0.24019,0.99934,0.277,0.5204,-0.16982,0.99969,0.48505,0.78856,-0.1801,0.97054,0.2259,0.77501,-0.08306,0.97559,0.46371,1.00148,-0.30694,0.5913,0.18149,1.00522,-0.23991,0.68568,0.47129,1.08647,-0.35425,0.39767,0.16855,1.08142,-0.28313,0.50104,0.45443,1.0844,-0.3914,0.42882,0.18377,1.08686,-0.3453,0.54277,0.44877,1.05007,-0.32529,0.45423,0.19218,1.05036,-0.26989,0.57905,0.40862,1.01629,-0.04368,0.82111,0.28942,0.98935,0.04427,0.84605,0.40038,1.38183,0.06043,0.02083,0.28242,1.36911,0.14431,0.01737,0.39751,1.70033,0.42912,0.0033,0.27788,1.68727,0.44668,0.004,0.40079,1.74644,0.45196,0.00182,0.27592,1.73336,0.46914,0.00639,0.37663,1.80424,0.20047,0.00155,0.28341,1.79238,0.20112,0.00426,idle
7033,0.36871,0.30099,-0.52386,0.99909,0.38076,0.28598,-0.49987,0.99806,0.38787,0.28837,-0.49997,0.99786,0.39465,0.2911,-0.50009,0.99818,0.36259,0.2834,-0.49542,0.99836,0.35748,0.28379,-0.49541,0.99838,0.35107,0.28453,-0.49569,0.99866,0.40662,0.31774,-0.32351,0.99698,0.34728,0.31054,-0.29371,0.99758,0.38157,0.33701,-0.45793,0.9997,0.35782,0.33393,-0.44964,0.99966,0.46192,0.53783,-0.2379,0.99933,0.27332,0.52042,-0.16515,0.99967,0.48283,0.78874,-0.18308,0.97071,0.22129,0.77577,-0.07921,0.97504,0.45721,1.00131,-0.3206,0.58804,0.1772,1.00791,-0.23971,0.67579,0.46505,1.0856,-0.37099,0.39287,0.16474,1.08481,-0.2843,0.49086,0.44816,1.08314,-0.40875,0.42436,0.17952,1.09034,-0.34739,0.53299,0.44198,1.04854,-0.33944,0.45,0.18781,1.05463,-0.27008,0.57086,0.4067,1.01625,-0.04402,0.81093,0.28577,0.98952,0.04464,0.83774,0.39838,1.38247,0.05319,0.02036,0.27842,1.37001,0.13874,0.01696,0.39549,1.69999,0.43726,0.00328,0.27435,1.68788,0.44712,0.00394,0.39842,1.7453,0.4617,0.0018,0.27263,1.73342,0.47039,0.00638,0.37499,1.80521,0.20853,0.00153,0.28081,1.79326,0.1996,0.00422,idle
